valid_from,valid_to,ally_name,min_requested_amount,max_requested_amount,origination_mdf,cancellation_mdf,fraud_mdf,last_config,Same for clients?,Check,,MDF change,New Origination MDF,New Cancellation MDF,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
,,penkaloe-ecommerce,$0,"$20,000,001.00",7.50%,3.75%,3.75%,10/21/2022,Yes,0,,No,7.50%,3.75%,,,,,,,,,,,,,,,
,,zepiamoda-ecommerce,$0,"$20,000,001.00",6.50%,3.25%,3.25%,10/21/2022,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,zepiamoda-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,10/21/2022,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,clovernight-ecommerce,$0,"$20,000,001.00",6.50%,3.25%,3.25%,10/21/2022,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,clovernight-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,10/21/2022,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,jacobo-pos-online,$0,"$20,000,001.00",5.00%,2.50%,2.50%,10/21/2022,Yes,0,,No,5.00%,2.50%,,,,,,,,,,,,,,,
,,miaalmamia-ecommerce,$0,"$20,000,001.00",6.50%,3.25%,3.25%,10/21/2022,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,miaalmamia-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,10/21/2022,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,perfumeriamonserrat-ecommerce,$0,"$20,000,001.00",6.50%,3.25%,3.25%,10/21/2022,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,shopdivinas-online,$0,"$20,000,001.00",5.00%,2.50%,2.50%,10/21/2022,Yes,0,,No,5.00%,2.50%,,,,,,,,,,,,,,,
,,palmacea-online,$0,"$20,000,001.00",0.00%,3.25%,3.25%,10/24/2022,Yes,0,,No,0.00%,3.25%,,,,,,,,,,,,,,,
,,calzacosta-vibrasport-online,$0,"$20,000,001.00",3.00%,1.50%,1.50%,10/24/2022,Yes,0,,No,3.00%,1.50%,,,,,,,,,,,,,,,
,,calzacosta-balancesport-online,$0,"$20,000,001.00",3.00%,1.50%,1.50%,10/24/2022,Yes,0,,No,3.00%,1.50%,,,,,,,,,,,,,,,
,,glaypat-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,10/24/2022,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,marketingpersonal-online,$0,"$20,000,001.00",5.00%,2.50%,2.50%,10/24/2022,Yes,0,,No,5.00%,2.50%,,,,,,,,,,,,,,,
,,socoda-ecommerce,$0,"$20,000,001.00",5.00%,2.50%,2.50%,10/24/2022,Yes,0,,No,5.00%,2.50%,,,,,,,,,,,,,,,
,,tigredesalon-ecommerce,$0,"$20,000,001.00",6.50%,3.25%,3.25%,10/24/2022,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,tigredesalon-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,10/24/2022,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,comercializadorao-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,10/24/2022,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,bonlifeejecafetero-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,10/24/2022,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,bonlifeejecafetero-ecommerce,$0,"$20,000,001.00",6.50%,3.25%,3.25%,10/24/2022,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,celestialintima-ecommerce,$0,"$20,000,001.00",6.50%,3.25%,3.25%,10/24/2022,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,celestialintima-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,10/24/2022,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,stylelifestore-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,10/26/2022,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,tecnooriente-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,10/26/2022,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,tecnooriente-ecommerce,$0,"$20,000,001.00",0.00%,3.25%,3.25%,10/26/2022,Yes,0,,No,0.00%,3.25%,,,,,,,,,,,,,,,
,,lutomstore-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,10/26/2022,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,mboutique-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,10/26/2022,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,crosstiendaciclistica-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,10/26/2022,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,chaopelosnuestrobogota-online,$0,"$20,000,001.00",5.00%,2.50%,2.50%,10/26/2022,Yes,0,,No,5.00%,2.50%,,,,,,,,,,,,,,,
,,calzadomonserrate-online,$0,"$20,000,001.00",0.00%,3.25%,3.25%,10/26/2022,Yes,0,,No,0.00%,3.25%,,,,,,,,,,,,,,,
,,tucamisetacucuta-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,10/26/2022,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,almacenjn-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,10/26/2022,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,anka-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,10/26/2022,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,daliestheticcenter-online,$0,"$20,000,001.00",4.00%,2.00%,2.00%,10/26/2022,Yes,0,,No,4.00%,2.00%,,,,,,,,,,,,,,,
,,licsy-ecommerce,$0,"$20,000,001.00",6.50%,3.25%,3.25%,10/26/2022,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,picoliangelitos-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,10/26/2022,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,rizosdeoro-ecommerce,$0,"$20,000,001.00",0.00%,3.25%,3.25%,10/26/2022,Yes,0,,No,0.00%,3.25%,,,,,,,,,,,,,,,
,,rizosdeoro-online,$0,"$20,000,001.00",0.00%,3.25%,3.25%,10/26/2022,Yes,0,,No,0.00%,3.25%,,,,,,,,,,,,,,,
,,vinaga-ecommerce,$0,"$20,000,001.00",6.50%,3.25%,3.25%,10/26/2022,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,vinaga-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,10/26/2022,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,wandershoes-online,$0,"$20,000,001.00",5.00%,2.50%,2.50%,10/26/2022,Yes,0,,No,5.00%,2.50%,,,,,,,,,,,,,,,
,,wandershoes-ecommerce,$0,"$20,000,001.00",5.00%,2.50%,2.50%,10/26/2022,Yes,0,,No,5.00%,2.50%,,,,,,,,,,,,,,,
,,quince19bypilinossa-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,10/26/2022,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,quince19bypilinossa-ecommerce,$0,"$20,000,001.00",0.00%,3.25%,3.25%,10/26/2022,Yes,0,,No,0.00%,3.25%,,,,,,,,,,,,,,,
,,selectonline-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,10/31/2022,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,passarellistudio-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,10/31/2022,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,optifer-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,10/31/2022,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,inspiratoshop-online,$0,"$20,000,001.00",0.00%,3.25%,3.25%,10/31/2022,Yes,0,,No,0.00%,3.25%,,,,,,,,,,,,,,,
,,inspiratoshop-ecommerce,$0,"$20,000,001.00",6.50%,3.25%,3.25%,10/31/2022,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,kobaltstore-ecommerce,$0,"$20,000,001.00",6.50%,3.25%,3.25%,10/31/2022,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,bebeautifull-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,10/31/2022,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,bebeautifull-ecommerce,$0,"$20,000,001.00",6.50%,3.25%,3.25%,10/31/2022,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,caminandosport-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,10/31/2022,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,superpinata-online,$0,"$20,000,001.00",0.00%,3.25%,3.25%,10/31/2022,Yes,0,,No,0.00%,3.25%,,,,,,,,,,,,,,,
,,maipetit-online,$0,"$20,000,001.00",5.00%,2.50%,2.50%,10/31/2022,Yes,0,,No,5.00%,2.50%,,,,,,,,,,,,,,,
,,maipetit-ecommerce,$0,"$20,000,001.00",5.00%,2.50%,2.50%,10/31/2022,Yes,0,,No,5.00%,2.50%,,,,,,,,,,,,,,,
,,kaloncapilar-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,10/31/2022,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,cabellosdeencantocolombia-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,10/31/2022,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,cabellosdeencantocolombia-ecommerce,$0,"$20,000,001.00",0.00%,3.25%,3.25%,10/31/2022,Yes,0,,No,0.00%,3.25%,,,,,,,,,,,,,,,
,,flashes-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,10/31/2022,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,flashes-ecommerce,$0,"$20,000,001.00",6.50%,3.25%,3.25%,10/31/2022,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,bunkerstore-ecommerce,$0,"$20,000,001.00",6.50%,3.25%,3.25%,10/31/2022,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,atuspiesstore-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,10/31/2022,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,shoxpeople-online,$0,"$20,000,001.00",5.00%,2.50%,2.50%,10/31/2022,Yes,0,,No,5.00%,2.50%,,,,,,,,,,,,,,,
,,aleli-ecommerce,$0,"$20,000,001.00",5.00%,2.50%,2.50%,10/31/2022,Yes,0,,No,5.00%,2.50%,,,,,,,,,,,,,,,
,,aleli-online,$0,"$20,000,001.00",5.00%,2.50%,2.50%,10/31/2022,Yes,0,,No,5.00%,2.50%,,,,,,,,,,,,,,,
,,cayro-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,10/31/2022,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,chacalboutique-online,$0,"$20,000,001.00",5.00%,2.50%,2.50%,10/31/2022,Yes,0,,No,5.00%,2.50%,,,,,,,,,,,,,,,
,,decohogar-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,10/31/2022,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,eleveneleven-ecommerce,$0,"$20,000,001.00",6.50%,3.25%,3.25%,10/31/2022,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,eleveneleven-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,10/31/2022,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,fajascanela-ecommerce,$0,"$20,000,001.00",6.50%,3.25%,3.25%,10/31/2022,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,fajascanela-online,$0,"$20,000,001.00",0.00%,3.25%,3.25%,10/31/2022,Yes,0,,No,0.00%,3.25%,,,,,,,,,,,,,,,
,,importadictos-ecommerce,$0,"$20,000,001.00",6.50%,3.25%,3.25%,10/31/2022,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,lauramoncadamultimarca-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,10/31/2022,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,opticasversalle-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,10/31/2022,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,pavimento47-online,$0,"$20,000,001.00",5.00%,2.50%,2.50%,10/31/2022,Yes,0,,No,5.00%,2.50%,,,,,,,,,,,,,,,
,,swissluxury-ecommerce,$0,"$20,000,001.00",5.00%,2.50%,2.50%,10/31/2022,Yes,0,,No,5.00%,2.50%,,,,,,,,,,,,,,,
,,thezonnetiendasdeportivas-online,$0,"$20,000,001.00",5.00%,2.50%,2.50%,10/31/2022,Yes,0,,No,5.00%,2.50%,,,,,,,,,,,,,,,
,,vrmultimarcas-online,$0,"$20,000,001.00",5.00%,2.50%,2.50%,10/31/2022,Yes,0,,No,5.00%,2.50%,,,,,,,,,,,,,,,
,,pureza-ecommerce,$0,"$20,000,001.00",6.50%,3.25%,3.25%,10/31/2022,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,pureza-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,10/31/2022,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,matildetienda-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,10/31/2022,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,matildetienda-ecommerce,$0,"$20,000,001.00",6.50%,3.25%,3.25%,10/31/2022,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,limited-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,10/31/2022,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,limited-ecommerce,$0,"$20,000,001.00",6.50%,3.25%,3.25%,10/31/2022,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,hersshopstore-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,10/31/2022,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,magiadivina-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,10/31/2022,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,dollhouse-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,10/31/2022,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,dollhouse-ecommerce,$0,"$20,000,001.00",6.50%,3.25%,3.25%,10/31/2022,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,colchonessuenosdeangel-online,$0,"$20,000,001.00",0.00%,3.25%,3.25%,10/31/2022,Yes,0,,No,0.00%,3.25%,,,,,,,,,,,,,,,
,,akawara-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,10/31/2022,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,pasarellaropa-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,10/31/2022,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,lutomstore-ecommerce,$0,"$20,000,001.00",6.50%,3.25%,3.25%,10/31/2022,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,eurekatienda-ecommerce,$0,"$20,000,001.00",5.00%,2.50%,2.50%,10/31/2022,Yes,0,,No,5.00%,2.50%,,,,,,,,,,,,,,,
,,belatrendy-ecommerce,$0,"$20,000,001.00",6.50%,3.25%,3.25%,10/31/2022,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,belatrendy-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,10/31/2022,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,mymakeupideal-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,10/31/2022,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,compraloencasa-online,$0,"$20,000,001.00",0.00%,3.25%,3.25%,10/31/2022,Yes,0,,No,0.00%,3.25%,,,,,,,,,,,,,,,
,,bicicleteriamao-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,10/31/2022,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,zocobrand-ecommerce,$0,"$20,000,001.00",6.50%,3.25%,3.25%,10/31/2022,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,whirlpool-ecommerce,$0,"$20,000,001.00",3.00%,0.75%,0.75%,10/31/2022,Yes,0,,No,3.00%,0.75%,,,,,,,,,,,,,,,
,,kitchenaid-ecommerce,$0,"$20,000,001.00",3.00%,1.50%,1.50%,10/31/2022,Yes,0,,No,3.00%,1.50%,,,,,,,,,,,,,,,
,,steven-ecommerce,$0,"$20,000,001.00",6.50%,3.25%,3.25%,10/31/2022,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,oaxis-online,$0,"$20,000,001.00",0.00%,3.25%,3.25%,10/31/2022,Yes,0,,No,0.00%,3.25%,,,,,,,,,,,,,,,
,,mazzanti-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,10/31/2022,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,irisaltaperfumeria-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,10/31/2022,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,irisaltaperfumeria-ecommerce,$0,"$20,000,001.00",6.50%,3.25%,3.25%,10/31/2022,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,cuadrofilia-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,10/31/2022,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,cuadrofilia-ecommerce,$0,"$20,000,001.00",6.50%,3.25%,3.25%,10/31/2022,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,maaji-online,$0,"$20,000,001.00",3.00%,1.50%,1.50%,10/31/2022,Yes,0,,No,3.00%,1.50%,,,,,,,,,,,,,,,
,,maaji-ecommerce,$0,"$20,000,001.00",3.00%,1.50%,1.50%,10/31/2022,Yes,0,,No,3.00%,1.50%,,,,,,,,,,,,,,,
,,cda-certigaseslospatios-online,$0,"$20,000,001.00",0.00%,2.50%,2.50%,10/31/2022,Yes,0,,No,0.00%,2.50%,,,,,,,,,,,,,,,
,,maaji-mercadoblanco-ecommerce,$0,"$20,000,001.00",3.00%,1.50%,1.50%,10/31/2022,Yes,0,,No,3.00%,1.50%,,,,,,,,,,,,,,,
,,shoesropasport-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,10/31/2022,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,gigiwhitestore-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,10/31/2022,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,zocobrand-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,10/31/2022,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,clevermoda-online,$0,"$20,000,001.00",5.00%,2.50%,2.50%,10/31/2022,Yes,0,,No,5.00%,2.50%,,,,,,,,,,,,,,,
,,bluesportone-online,$0,"$20,000,001.00",5.00%,2.50%,2.50%,10/31/2022,Yes,0,,No,5.00%,2.50%,,,,,,,,,,,,,,,
,,childrens-ecommerce,$0,"$20,000,001.00",6.50%,3.25%,3.25%,10/31/2022,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,childrens-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,10/31/2022,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,clevermoda-ecommerce,$0,"$20,000,001.00",5.00%,2.50%,2.50%,10/31/2022,Yes,0,,No,5.00%,2.50%,,,,,,,,,,,,,,,
,,daybluxmoda-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,11/02/2022,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,fullcamisetas-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,11/02/2022,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,fullcamisetas-ecommerce,$0,"$20,000,001.00",6.50%,3.25%,3.25%,11/02/2022,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,ahuva-ecommerce,$0,"$20,000,001.00",6.50%,3.25%,3.25%,11/02/2022,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,totalbeautysystem-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,11/02/2022,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,totalbeautysystem-ecommerce,$0,"$20,000,001.00",6.50%,3.25%,3.25%,11/02/2022,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,housegoldcolombia-ecommerce,$0,"$20,000,001.00",6.50%,3.25%,3.25%,11/02/2022,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,fitlinesportswear-ecommerce,$0,"$20,000,001.00",6.50%,3.25%,3.25%,11/02/2022,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,huitaca-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,11/02/2022,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,huitaca-ecommerce,$0,"$20,000,001.00",6.50%,3.25%,3.25%,11/02/2022,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,gsroptica-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,11/02/2022,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,gsroptica-ecommerce,$0,"$20,000,001.00",0.00%,3.25%,3.25%,11/02/2022,Yes,0,,No,0.00%,3.25%,,,,,,,,,,,,,,,
,,crespayfeliz-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,11/02/2022,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,crespayfeliz-ecommerce,$0,"$20,000,001.00",0.00%,3.25%,3.25%,11/02/2022,Yes,0,,No,0.00%,3.25%,,,,,,,,,,,,,,,
,,ksport-online,$0,"$20,000,001.00",0.00%,3.25%,3.25%,11/02/2022,Yes,0,,No,0.00%,3.25%,,,,,,,,,,,,,,,
,,relojesmaster-ecommerce,$0,"$20,000,001.00",6.50%,3.25%,3.25%,11/02/2022,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,ancestralstore-online,$0,"$20,000,001.00",0.00%,3.25%,3.25%,11/02/2022,Yes,0,,No,0.00%,3.25%,,,,,,,,,,,,,,,
,,antonietaplussizes-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,11/02/2022,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,brunalingerie-ecommerce,$0,"$20,000,001.00",6.50%,3.25%,3.25%,11/02/2022,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,brunalingerie-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,11/02/2022,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,caynut-ecommerce,$0,"$20,000,001.00",6.50%,3.25%,3.25%,11/02/2022,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,caynut-online,$0,"$20,000,001.00",0.00%,3.25%,3.25%,11/02/2022,Yes,0,,No,0.00%,3.25%,,,,,,,,,,,,,,,
,,dumashe-ecommerce,$0,"$20,000,001.00",6.50%,3.25%,3.25%,11/02/2022,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,dumashe-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,11/02/2022,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,housegoldcolombia-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,11/02/2022,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,isanellavariedades-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,11/02/2022,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,ksport-ecommerce,$0,"$20,000,001.00",0.00%,3.25%,3.25%,11/02/2022,Yes,0,,No,0.00%,3.25%,,,,,,,,,,,,,,,
,,naif-online,$0,"$20,000,001.00",4.50%,2.25%,0.00%,07/19/2023,Yes,0,,No,4.50%,2.25%,,,,,,,,,,,,,,,
,,opticasaccopvision-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,11/02/2022,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,relojesmaster-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,11/02/2022,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,kibys-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,11/02/2022,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,kibys-ecommerce,$0,"$20,000,001.00",6.50%,3.25%,3.25%,11/02/2022,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,apostolqc-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,11/02/2022,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,apostolqc-ecommerce,$0,"$20,000,001.00",6.50%,3.25%,3.25%,11/02/2022,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,lecoqsportif-online,$0,"$20,000,001.00",3.00%,1.50%,1.50%,11/02/2022,Yes,0,,No,3.00%,1.50%,,,,,,,,,,,,,,,
,,moonstyle-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,11/02/2022,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,pavimento47-ecommerce,$0,"$20,000,001.00",0.00%,2.50%,2.50%,11/02/2022,Yes,0,,No,0.00%,2.50%,,,,,,,,,,,,,,,
,,bellaconfidence-ecommerce,$0,"$20,000,001.00",6.50%,3.25%,3.25%,11/08/2022,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,telotengo-ecommerce,$0,"$20,000,001.00",6.50%,3.25%,3.25%,11/08/2022,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,nice-online,$0,"$20,000,001.00",0.00%,3.25%,3.25%,11/08/2022,Yes,0,,No,0.00%,3.25%,,,,,,,,,,,,,,,
,,lmshoes-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,11/08/2022,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,lindaeljach-online,$0,"$20,000,001.00",5.00%,2.50%,2.50%,11/08/2022,Yes,0,,No,5.00%,2.50%,,,,,,,,,,,,,,,
,,lindaeljach-ecommerce,$0,"$20,000,001.00",5.00%,2.50%,2.50%,11/08/2022,Yes,0,,No,5.00%,2.50%,,,,,,,,,,,,,,,
,,keepup-ecommerce,$0,"$20,000,001.00",6.50%,3.25%,3.25%,11/08/2022,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,grupoopticasinnovavision-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,11/08/2022,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,atobog-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,11/08/2022,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,gamerscolombia-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,11/08/2022,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
